bea_code,bea_desc,naics_desc,naics_code,bea_naics_desc_agg,text_clean,eio_co2
325180,Other basic inorganic chemical manufacturing,Ferrocyanides manufacturing,325188,Ferrocyanides manufacturing. Other basic inorganic chemical manufacturing,ferrocyanide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Fluoboric acid manufacturing,325188,Fluoboric acid manufacturing. Other basic inorganic chemical manufacturing,fluoboric acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Fluorine manufacturing,325188,Fluorine manufacturing. Other basic inorganic chemical manufacturing,fluorine basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Fuel propellants, solid inorganic, not specified elsewhere by process, manufacturing",325188,"Fuel propellants, solid inorganic, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",fuel propellants solid inorganic specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Glauber's salt manufacturing,325188,Glauber's salt manufacturing. Other basic inorganic chemical manufacturing,glauber s salt basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Heavy water (i.e., deuterium oxide) manufacturing",325188,Heavy water () manufacturing. Other basic inorganic chemical manufacturing,heavy water basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrazine manufacturing,325188,Hydrazine manufacturing. Other basic inorganic chemical manufacturing,hydrazine basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrochloric acid manufacturing,325188,Hydrochloric acid manufacturing. Other basic inorganic chemical manufacturing,hydrochloric acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrocyanic acid manufacturing,325188,Hydrocyanic acid manufacturing. Other basic inorganic chemical manufacturing,hydrocyanic acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrofluoric acid manufacturing,325188,Hydrofluoric acid manufacturing. Other basic inorganic chemical manufacturing,hydrofluoric acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrofluosilicic acid manufacturing,325188,Hydrofluosilicic acid manufacturing. Other basic inorganic chemical manufacturing,hydrofluosilicic acid basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrogen peroxide manufacturing,325188,Hydrogen peroxide manufacturing. Other basic inorganic chemical manufacturing,hydrogen peroxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrogen sulfide manufacturing,325188,Hydrogen sulfide manufacturing. Other basic inorganic chemical manufacturing,hydrogen sulfide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hydrosulfites manufacturing,325188,Hydrosulfites manufacturing. Other basic inorganic chemical manufacturing,hydrosulfites basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hypochlorites manufacturing,325188,Hypochlorites manufacturing. Other basic inorganic chemical manufacturing,hypochlorite basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Hypophosphites manufacturing,325188,Hypophosphites manufacturing. Other basic inorganic chemical manufacturing,hypophosphites basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Indium chloride manufacturing,325188,Indium chloride manufacturing. Other basic inorganic chemical manufacturing,indium chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Iodides manufacturing,325188,Iodides manufacturing. Other basic inorganic chemical manufacturing,iodide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Iodine, crude or resublimed, manufacturing",325188,"Iodine, crude or resublimed, manufacturing. Other basic inorganic chemical manufacturing",iodine crude resublimed basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Iron compounds, not specified elsewhere by process, manufacturing",325188,"Iron compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",iron compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Iron sulphate manufacturing,325188,Iron sulphate manufacturing. Other basic inorganic chemical manufacturing,iron sulphate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Lead oxides (except pigments) manufacturing,325188,Lead oxides () manufacturing. Other basic inorganic chemical manufacturing,lead oxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Lead silicate manufacturing,325188,Lead silicate manufacturing. Other basic inorganic chemical manufacturing,lead silicate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Lithium compounds, not specified elsewhere by process, manufacturing",325188,"Lithium compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",lithium compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Magnesium carbonate manufacturing,325188,Magnesium carbonate manufacturing. Other basic inorganic chemical manufacturing,magnesium carbonate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Magnesium chloride manufacturing,325188,Magnesium chloride manufacturing. Other basic inorganic chemical manufacturing,magnesium chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Magnesium compounds, not specified elsewhere by process, manufacturing",325188,"Magnesium compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",magnesium compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Manganese dioxide manufacturing,325188,Manganese dioxide manufacturing. Other basic inorganic chemical manufacturing,manganese dioxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Mercury chloride manufacturing,325188,Mercury chloride manufacturing. Other basic inorganic chemical manufacturing,mercury chloride basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Mercury compounds, not specified elsewhere by process, manufacturing",325188,"Mercury compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",mercury compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Mercury oxide manufacturing,325188,Mercury oxide manufacturing. Other basic inorganic chemical manufacturing,mercury oxide basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Nickel ammonium sulfate manufacturing,325188,Nickel ammonium sulfate manufacturing. Other basic inorganic chemical manufacturing,nickel ammonium sulfate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Nickel carbonate manufacturing,325188,Nickel carbonate manufacturing. Other basic inorganic chemical manufacturing,nickel carbonate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,"Nickel compounds, not specified elsewhere by process, manufacturing",325188,"Nickel compounds, not specified elsewhere by process, manufacturing. Other basic inorganic chemical manufacturing",nickel compounds specified elsewhere process basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Nickel sulfate manufacturing,325188,Nickel sulfate manufacturing. Other basic inorganic chemical manufacturing,nickel sulfate basic inorganic chemical,0.8638353947619072
325180,Other basic inorganic chemical manufacturing,Nuclear fuel scrap reprocessing,325188,Nuclear fuel scrap reprocessing. Other basic inorganic chemical manufacturing,nuclear fuel scrap reprocessing basic inorganic chemical,0.8638353947619072
